Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3238.958509950002
ACCEGCATKHNRXUHW,1946.1409299700006
NKCE6GJ5XVJDXNNZ,11658.429559119999
NKCEB8BK3ZXDHDHM,9396.968049769994
TOPEFDXSAHRNPF94,5938.954246449995
ACCE558KZHEPZYMG,9339.785460969993
ACCEAZCVAMFHDPY7,5289.800387840001
NKCDYNY37JPBGBVM,2568.82479391
NKCEY8KWY33FCUYD,7556.491363770003
RNGE4YPTQYRECV9J,4609.688531909996
NKCE88AHBHJZREXH,3901.1388028100023
CLTEJ5ZZGBP4JGGE,8060.976970499997
WATE3NWH5FZWAMDA,8108.625700960003
CAGE53FSFZVFPFHQ,1686.3697231599983
PCSEAKVBFFPGCHNZ,3780.172612350002
WATDFFH3KJYBTYGG,7210.732188800004
NKCDWHFQSCHHYZMP,2739.7766810099965
RNGEB2PG3Q5RKDW6,3446.7553650299983
NKCE5UY9HHPZGGUZ,4454.684016669999
KTAEHETW3ZCMFMJR,4138.745166160003
BRAEBBYRVF9MHJHU,7843.051450679998
NKCEAX7HAQ2RJA3Q,10235.741503270003
CRTECN2RQZWBSP9W,5001.363870129999
WATDEWZ9UHSEHGZG,9437.143609450011
PTPEYW8HNV6G9YYR,2846.764127890001
ACCEAMGZRRYVAHDC,5001.767226290003
SRTEHHXG8MUXTGPA,5966.986411649997
SKIE4S4NN4MHYM3Z,5130.2558543800005
HMBE7G34YHWPWKYN,7087.37298443
LLIEGTMFJBD7ZZZM,13854.615777620009
ACCEJGH6JVTM4CBH,846.9041832854995
ACCDQDYBXJ9HZF37,10119.380339829993
RNGE88FRGZCXNKUG,593.7613492320004
NKCE7M3QNNPZDXHQ,10195.038569730003
VLBEGFFDP9H6WG2T,3529.45427858
TOPEAFG4YEQSH5TT,2437.021486079998
WATEYAP3K2QQQWDH,5231.515229229997
PCSEBDFUFJWGARNX,10645.953729610002
SWTEGXQFZY95SKG7,4892.240992920002
BRAEGJFXSM9ZQ6SK,6878.115984089998
CAGE6FYKP34GA4GF,7537.878230980008
